,lokasi,kota,harga,K_tidur,K_mandi,luas_tanah_m2,luas_bangunan_m2,taman,AC,jalur_telepon,kolam_renang,CCTV
1745,Pagedangan,Tangerang,990000000,2,1,40,45,no,no,yes,no,no
1746,Pagedangan,Tangerang,3950000000,3,3,160,130,no,no,no,yes,yes
1747,Serpong,Tangerang,1980000000,4,3,90,130,yes,no,yes,no,no
1748,Serpong,Tangerang,2150000000,3,2,98,135,no,no,yes,no,no
1749,Serpong,Tangerang,1350000000,2,1,85,50,yes,yes,no,no,no
1750,Serpong,Tangerang,1500000000,2,1,98,70,no,no,no,no,no
1751,Serpong,Tangerang,1750000000,2,1,105,76,yes,yes,no,no,no
1752,Serpong,Tangerang,1250000000,2,1,78,60,no,no,yes,no,no
1753,Serpong,Tangerang,2100000000,5,3,203,218,yes,no,no,no,no
1754,Serpong,Tangerang,2800000000,5,3,120,145,yes,yes,no,no,no
1755,Serpong,Tangerang,1600000000,3,2,90,96,yes,no,no,no,no
1756,Serpong,Tangerang,3200000000,5,4,208,300,yes,no,yes,no,no
1757,Serpong,Tangerang,2900000000,4,1,144,200,no,yes,no,no,no
1758,Serpong,Tangerang,2250000000,3,2,105,190,no,no,no,no,no
1759,Serpong,Tangerang,3250000000,3,2,180,180,no,no,no,no,no
1760,Serpong,Tangerang,2250000000,2,2,105,69,yes,no,no,no,no
1761,Serpong,Tangerang,3300000000,3,3,180,180,no,no,no,yes,no
1762,Serpong,Tangerang,3300000000,3,3,180,180,no,no,no,yes,no
1763,Serpong,Tangerang,8800000000,5,4,450,400,yes,no,no,no,no
1764,Serpong,Tangerang,5500000000,3,3,200,250,yes,no,no,no,no
1765,Serpong,Tangerang,4750000000,3,4,240,300,no,no,yes,no,no
1766,Cisauk,Tangerang,1950000000,3,3,112,100,yes,no,no,no,no
1767,Cisauk,Tangerang,4600000000,4,4,163,283,yes,no,no,no,no
1768,Pagedangan,Tangerang,1350000000,2,2,60,80,no,no,no,no,no
1769,Pagedangan,Tangerang,1890000000,3,2,116,70,no,no,no,no,no
1770,Pagedangan,Tangerang,1750000000,2,2,60,53,no,no,yes,no,no
1771,Pagedangan,Tangerang,1550000000,3,2,77,150,no,no,no,no,no
1772,Serpong,Tangerang,14500000000,5,3,475,330,no,no,yes,no,no
1773,Serpong,Tangerang,3600000000,3,3,220,198,yes,no,yes,no,no
1774,Tangerang,Tangerang,1820000000,4,3,82,85,yes,no,no,no,no
1775,Cikupa,Tangerang,1020000000,3,2,128,110,yes,no,no,no,no
1776,Cikupa,Tangerang,650000000,2,1,102,46,no,no,yes,no,no
1777,Cikupa,Tangerang,850000000,2,1,120,66,no,no,yes,no,no
1778,Cikupa,Tangerang,488000000,3,2,84,82,no,yes,yes,no,no
1779,Cikupa,Tangerang,865000000,2,1,136,84,yes,no,no,no,no
1780,Cikupa,Tangerang,1070000000,4,3,100,120,no,no,yes,no,yes
1781,Cikupa,Tangerang,850000000,2,1,75,40,no,no,yes,no,no
1782,Cikupa,Tangerang,915000000,4,3,84,101,yes,no,no,no,no
1783,Cikupa,Tangerang,1040000000,3,3,120,120,no,yes,no,no,no
1784,Cikupa,Tangerang,1160000000,4,3,120,120,no,no,no,no,no
1785,Cikupa,Tangerang,700000000,2,1,90,49,yes,no,no,no,no
1786,Cikupa,Tangerang,550000000,3,2,85,65,no,no,no,no,no
1787,Ciledug,Tangerang,2520000000,2,1,165,150,no,no,no,no,no
1788,Ciledug,Tangerang,700000000,2,1,68,45,yes,no,no,no,no
1789,Cipondoh,Tangerang,1930000000,2,2,179,90,yes,no,no,no,no
1790,Cipondoh,Tangerang,970000000,2,2,77,77,yes,no,no,no,no
1791,Cipondoh,Tangerang,3500000000,4,2,84,86,yes,no,yes,no,no
1792,Cipondoh,Tangerang,780000000,2,1,55,45,yes,no,no,no,no
1793,Cipondoh,Tangerang,1320000000,5,2,72,130,yes,no,no,no,no
1794,Cipondoh,Tangerang,910000000,2,1,72,48,yes,no,no,no,no
1795,Cipondoh,Tangerang,3650000000,3,3,150,190,yes,no,no,no,no
1796,Cipondoh,Tangerang,800000000,3,2,119,80,no,no,yes,no,no
1797,Solear,Tangerang,2100000000,4,3,104,134,yes,no,yes,no,no
1798,Cisauk,Tangerang,950000000,2,1,98,60,yes,no,no,no,no
1799,Cisauk,Tangerang,950000000,2,1,98,60,yes,no,no,no,no
1800,Cisauk,Tangerang,1140000000,2,1,72,46,yes,no,no,no,no
1801,Cisauk,Tangerang,960000000,2,2,72,41,yes,no,yes,no,no
1802,Cisauk,Tangerang,960000000,2,1,72,54,no,no,yes,no,no
1803,Cisauk,Tangerang,1120000000,2,2,85,45,no,no,yes,no,no
1804,Cisauk,Tangerang,898000000,2,2,60,50,yes,no,yes,no,no
1805,Cisauk,Tangerang,1990000000,3,3,120,104,no,no,yes,no,no
1806,Cisauk,Tangerang,1140000000,2,1,84,60,yes,no,no,no,no
1807,Cisauk,Tangerang,410000000,2,1,60,60,no,no,yes,no,no
1808,Cisauk,Tangerang,1100000000,3,2,162,120,no,no,yes,no,no
1809,Cisauk,Tangerang,670000000,2,1,60,33,no,no,no,no,no
1810,Cisauk,Tangerang,181000000,2,1,30,66,yes,no,no,no,no
1811,Cisauk,Tangerang,1320000000,2,1,122,75,yes,no,no,no,no
1812,Curug,Tangerang,991000000,4,3,72,70,no,no,no,yes,no
1813,Curug,Tangerang,991000000,4,3,70,77,yes,no,no,no,no
1814,Curug,Tangerang,595000000,3,2,66,50,no,no,no,no,no
1815,Curug,Tangerang,850000000,3,2,105,95,no,no,yes,no,no
1816,Curug,Tangerang,720000000,2,1,72,36,yes,no,no,no,no
1817,Curug,Tangerang,2600000000,3,3,168,200,yes,no,no,no,no
1818,Curug,Tangerang,740000000,2,1,72,39,yes,no,no,no,no
1819,Curug,Tangerang,955000000,1,1,113,144,no,no,no,no,no
1820,Curug,Tangerang,1000000000,2,2,90,139,no,no,no,no,no
1821,Batu Ceper,Tangerang,950000000,3,2,57,114,no,no,no,no,no
1822,Kelapa Dua,Tangerang,2850000000,3,3,108,120,no,no,no,no,no
1823,Kelapa Dua,Tangerang,3500000000,3,2,79,91,no,no,no,no,no
1824,Kelapa Dua,Tangerang,1450000000,4,3,138,120,no,no,no,no,no
1825,Kelapa Dua,Tangerang,3200000000,4,3,96,161,no,no,no,yes,no
1826,Kelapa Dua,Tangerang,3000000000,3,3,110,130,yes,no,no,no,no
1827,Kelapa Dua,Tangerang,2440000000,3,2,84,92,yes,no,no,no,no
1828,Kelapa Dua,Tangerang,3200000000,4,3,144,176,yes,no,no,no,no
1829,Kelapa Dua,Tangerang,750000000,2,1,78,50,no,no,no,no,no
1830,Kelapa Dua,Tangerang,1450000000,5,2,140,200,no,no,no,no,no
1831,Kelapa Dua,Tangerang,4950000000,4,3,180,178,yes,no,no,no,no
1832,Kelapa Dua,Tangerang,2650000000,3,3,135,135,yes,no,no,no,no
1833,Kelapa Dua,Tangerang,1100000000,2,1,96,96,no,no,yes,no,no
1834,Kelapa Dua,Tangerang,1020000000,2,1,120,80,yes,no,no,no,no
1835,Kelapa Dua,Tangerang,4200000000,4,3,144,174,no,no,no,no,no
1836,Kelapa Dua,Tangerang,2030000000,3,2,77,70,no,no,no,no,no
1837,Kelapa Dua,Tangerang,1470000000,2,2,90,54,no,no,no,no,no
1838,Kelapa Dua,Tangerang,2150000000,3,4,80,130,yes,no,no,no,no
1839,Kelapa Dua,Tangerang,2150000000,3,4,80,130,yes,no,no,no,no
1840,Kelapa Dua,Tangerang,1650000000,4,3,63,121,yes,no,no,no,no
1841,Kelapa Dua,Tangerang,3100000000,3,3,96,161,no,no,yes,no,no
1842,Kelapa Dua,Tangerang,3500000000,4,3,144,155,no,no,yes,no,no
1843,Kelapa Dua,Tangerang,2350000000,3,2,72,100,yes,no,no,no,no
1844,Kelapa Dua,Tangerang,1870000000,4,2,90,120,no,no,no,yes,no
1845,Kelapa Dua,Tangerang,1500000000,2,2,66,62,no,no,no,no,no
1846,Kelapa Dua,Tangerang,4200000000,3,2,153,163,yes,no,no,no,no
1847,Kelapa Dua,Tangerang,3500000000,4,3,144,155,no,no,yes,no,no
1848,Kelapa Dua,Tangerang,3500000000,4,3,144,155,no,no,yes,no,no
1849,Kelapa Dua,Tangerang,1180000000,3,1,96,56,no,no,yes,no,no
1850,Kelapa Dua,Tangerang,2950000000,4,4,153,163,no,no,no,no,no
1851,Kelapa Dua,Tangerang,2200000000,3,2,84,144,no,no,yes,no,no
1852,Kelapa Dua,Tangerang,3100000000,3,3,96,161,no,no,yes,no,no
1853,Kelapa Dua,Tangerang,3500000000,4,3,144,155,no,no,yes,no,no
1854,Kelapa Dua,Tangerang,3500000000,4,3,144,155,no,no,yes,no,no
1855,Kelapa Dua,Tangerang,4800000000,4,3,180,175,no,no,no,no,yes
1856,Kelapa Dua,Tangerang,4400000000,3,2,153,163,no,no,no,no,no
1857,Kelapa Dua,Tangerang,2100000000,3,2,77,73,no,no,yes,no,no
1858,Kelapa Dua,Tangerang,850000000,2,1,72,65,yes,no,yes,no,no
1859,Kelapa Dua,Tangerang,860000000,4,2,174,165,yes,no,no,no,no
1860,Kelapa Dua,Tangerang,2140000000,3,3,65,77,yes,no,no,no,no
1861,Kelapa Dua,Tangerang,1590000000,3,2,56,83,no,no,yes,no,no
1862,Kelapa Dua,Tangerang,1740000000,3,3,84,105,no,no,yes,no,no
1863,Kelapa Dua,Tangerang,2950000000,4,4,153,163,no,no,yes,no,no
1864,Kelapa Dua,Tangerang,5500000000,4,3,180,200,no,no,no,yes,no
1865,Kelapa Dua,Tangerang,2040000000,3,3,65,77,no,no,yes,no,no
1866,Kelapa Dua,Tangerang,1700000000,3,2,77,90,no,no,no,yes,no
1867,Kelapa Dua,Tangerang,1800000000,3,1,120,87,no,no,no,no,no
1868,Kelapa Dua,Tangerang,1930000000,2,2,120,60,no,no,no,no,no
1869,Kelapa Dua,Tangerang,4200000000,4,3,144,174,no,no,yes,no,no
1870,Kelapa Dua,Tangerang,1450000000,2,2,66,62,no,no,yes,yes,no
1871,Kelapa Dua,Tangerang,3200000000,4,4,198,170,no,no,yes,no,no
1872,Kelapa Dua,Tangerang,1720000000,3,3,84,105,yes,no,no,no,no
1873,Kelapa Dua,Tangerang,3650000000,4,4,136,147,no,yes,no,yes,no
1874,Kelapa Dua,Tangerang,3750000000,3,3,187,158,no,no,yes,no,no
1875,Kelapa Dua,Tangerang,2090000000,4,2,128,120,no,no,no,no,no
1876,Kelapa Dua,Tangerang,1020000000,2,1,120,80,yes,no,no,no,no
1877,Kelapa Dua,Tangerang,2030000000,3,2,77,70,no,no,no,no,no
1878,Kelapa Dua,Tangerang,2850000000,3,2,136,160,no,no,yes,no,no
1879,Kelapa Dua,Tangerang,3100000000,3,2,96,161,no,no,yes,no,no
1880,Kelapa Dua,Tangerang,2300000000,3,3,128,190,yes,no,no,no,no
1881,Kelapa Dua,Tangerang,2300000000,3,3,128,190,yes,no,no,no,no
1882,Kelapa Dua,Tangerang,2190000000,3,2,80,130,yes,no,no,yes,no
1883,Kelapa Dua,Tangerang,1610000000,3,2,69,89,no,no,yes,no,no
1884,Kelapa Dua,Tangerang,2470000000,6,3,143,185,no,no,yes,no,no
1885,Kelapa Dua,Tangerang,810000000,2,1,72,50,yes,no,no,no,no
1886,Kelapa Dua,Tangerang,740000000,2,1,72,39,yes,no,no,no,no
1887,Kelapa Dua,Tangerang,5600000000,4,3,250,230,yes,no,no,no,no
1888,Kelapa Dua,Tangerang,2900000000,3,2,136,160,yes,yes,no,no,no
1889,Kelapa Dua,Tangerang,5690000000,4,3,250,230,no,no,yes,no,no
1890,Kelapa Dua,Tangerang,4200000000,4,3,144,174,yes,no,no,no,no
1891,Kelapa Dua,Tangerang,2900000000,3,2,136,180,yes,no,no,no,no
1892,Kelapa Dua,Tangerang,4200000000,3,2,153,163,yes,no,no,no,no
1893,Kelapa Dua,Tangerang,1700000000,2,2,72,69,yes,no,yes,no,no
1894,Kelapa Dua,Tangerang,3500000000,3,3,144,140,no,no,no,no,no
1895,Kelapa Dua,Tangerang,3050000000,3,3,96,161,yes,no,yes,no,no
1896,Kelapa Dua,Tangerang,1390000000,3,2,72,72,no,no,yes,no,no
1897,Kelapa Dua,Tangerang,3100000000,3,3,96,161,no,no,yes,no,no
1898,Kelapa Dua,Tangerang,2800000000,4,4,195,300,no,no,yes,no,no
1899,Kelapa Dua,Tangerang,4650000000,3,3,181,300,no,no,yes,no,no
1900,Kelapa Dua,Tangerang,15000000000,4,6,595,500,no,no,yes,no,no
1901,Kelapa Dua,Tangerang,3700000000,3,2,216,125,no,no,yes,no,no
1902,Kelapa Dua,Tangerang,2250000000,3,3,126,140,no,no,yes,no,no
1903,Kelapa Dua,Tangerang,2400000000,3,3,128,121,no,no,yes,yes,no
1904,Kelapa Dua,Tangerang,5000000000,4,4,220,440,no,no,no,no,no
1905,Kelapa Dua,Tangerang,1600000000,2,2,72,114,no,no,no,yes,no
1906,Kelapa Dua,Tangerang,1450000000,2,2,63,79,no,no,no,yes,no
1907,Kelapa Dua,Tangerang,9000000000,6,5,304,450,no,no,no,no,no
1908,Serpong Utara,Tangerang,1180000000,3,2,72,73,no,no,no,no,no
1909,Serpong Utara,Tangerang,995000000,3,2,90,70,no,no,no,no,no
1910,Serpong Utara,Tangerang,1470000000,2,1,90,60,yes,yes,no,no,no
1911,Karang Tengah,Tangerang,1000000000,2,1,112,80,no,no,no,no,no
1912,Karang Tengah,Tangerang,1450000000,4,2,150,135,yes,no,no,no,no
1913,Karang Tengah,Tangerang,800000000,3,2,112,90,yes,no,no,no,no
1914,Karawaci,Tangerang,650000000,2,1,90,60,no,no,no,no,no
1915,Karawaci,Tangerang,1500000000,2,2,120,80,yes,no,no,no,no
1916,Karawaci,Tangerang,700000000,2,1,82,50,no,no,yes,no,no
1917,Karawaci,Tangerang,1020000000,3,2,128,110,no,no,yes,no,no
1918,Karawaci,Tangerang,910000000,3,1,150,70,no,no,no,no,no
1919,Karawaci,Tangerang,991000000,4,2,70,77,no,no,no,no,no
1920,Karawaci,Tangerang,1480000000,2,2,90,60,no,no,yes,no,no
1921,Karawaci,Tangerang,720000000,2,1,72,36,yes,no,no,no,no
1922,Karawaci,Tangerang,800000000,2,1,72,36,yes,no,no,no,no
1923,Karawaci,Tangerang,990000000,2,2,108,90,yes,no,yes,no,no
1924,Karawaci,Tangerang,1800000000,3,2,60,66,yes,no,no,no,no
1925,Karawaci,Tangerang,1800000000,3,2,60,66,no,no,no,no,no
1926,Karawaci,Tangerang,2040000000,5,3,120,180,yes,no,no,no,no
1927,Karawaci,Tangerang,1020000000,2,2,60,50,no,no,no,no,no
1928,Karawaci,Tangerang,987000000,4,2,72,83,no,no,no,yes,no
1929,Kelapa Dua,Tangerang,860000000,4,2,174,165,yes,no,no,no,no
1930,Kelapa Dua,Tangerang,2950000000,4,4,153,163,yes,no,no,no,no
1931,Kelapa Dua,Tangerang,468000000,2,1,60,45,yes,no,yes,no,no
1932,Kelapa Dua,Tangerang,970000000,4,3,105,165,yes,no,no,no,no
1933,Kelapa Dua,Tangerang,1130000000,2,2,110,100,yes,no,no,no,no
1934,Pinang,Tangerang,1500000000,6,3,112,140,yes,no,no,no,no
1935,Larangan,Tangerang,720000000,2,1,60,36,yes,no,no,no,no
1936,Larangan,Tangerang,900000000,2,2,54,68,yes,no,yes,no,no
1937,Larangan,Tangerang,720000000,2,1,60,36,yes,no,no,no,no
1938,Legok,Tangerang,1750000000,3,3,189,100,no,no,yes,no,no
1939,Legok,Tangerang,700000000,2,1,82,50,yes,no,no,no,no
1940,Legok,Tangerang,445000000,3,2,90,65,yes,no,no,no,no
1941,Legok,Tangerang,590000000,2,1,60,49,yes,no,no,no,no
1942,Kelapa Dua,Tangerang,1800000000,3,2,120,180,no,no,yes,no,no
1943,Kelapa Dua,Tangerang,2600000000,4,4,168,200,no,no,yes,no,no
1944,Kelapa Dua,Tangerang,1440000000,4,2,96,110,yes,no,no,no,no
1945,Kelapa Dua,Tangerang,800000000,2,1,72,36,no,no,yes,no,no
1946,Kelapa Dua,Tangerang,2950000000,4,4,153,163,yes,no,no,no,no
1947,Kelapa Dua,Tangerang,740000000,2,1,72,39,yes,no,no,no,no
1948,Kelapa Dua,Tangerang,1880000000,4,4,108,110,no,no,yes,no,no
1949,Kelapa Dua,Tangerang,960000000,2,1,90,65,no,no,yes,no,no
1950,Kelapa Dua,Tangerang,800000000,2,1,72,36,no,no,no,no,no
1951,Kelapa Dua,Tangerang,2520000000,2,1,195,89,no,no,no,no,no
1952,Kelapa Dua,Tangerang,1060000000,3,2,119,100,yes,no,no,no,no
1953,Kelapa Dua,Tangerang,1680000000,3,2,76,67,no,no,no,no,no
1954,Karang Tengah,Tangerang,1420000000,3,2,116,100,yes,no,no,no,no
1955,Tangerang,Tangerang,2900000000,3,2,171,154,no,no,no,no,no
1956,Tangerang,Tangerang,4700000000,4,4,360,400,no,no,no,no,no
1957,Tangerang,Tangerang,6500000000,6,6,300,580,no,yes,no,no,no
1958,Tangerang,Tangerang,8000000000,5,6,350,500,no,no,no,no,no
1959,Tangerang,Tangerang,3250000000,4,3,180,220,no,no,yes,yes,yes
1960,Pagedangan,Tangerang,2030000000,3,2,77,70,no,no,no,no,no
1961,Pagedangan,Tangerang,2030000000,3,2,77,70,yes,no,no,no,no
1962,Pagedangan,Tangerang,1000000000,3,1,91,80,no,no,no,no,no
1963,Serpong Utara,Tangerang,2520000000,2,1,195,89,yes,no,no,no,no
1964,Panongan,Tangerang,1880000000,4,4,157,260,yes,no,no,no,no
1965,Pasar Kemis,Tangerang,890000000,4,2,120,140,yes,no,no,no,no
1966,Pasar Kemis,Tangerang,300000000,2,2,66,80,no,no,no,no,no
1967,Pasar Kemis,Tangerang,1240000000,1,1,120,150,no,no,no,no,no
1968,Pinang,Tangerang,1600000000,3,2,144,180,yes,no,no,no,no
1969,Pamulang,Tangerang,900000000,3,3,70,78,yes,yes,no,no,yes
1970,Cipondoh,Tangerang,920000000,3,2,75,67,no,no,no,no,no
1971,Cipondoh,Tangerang,1350000000,3,3,60,130,no,no,no,no,no
1972,Cipondoh,Tangerang,920000000,3,2,66,60,no,no,no,no,no
1973,Cipondoh,Tangerang,1030000000,3,2,90,120,no,no,no,no,no
1974,Cipondoh,Tangerang,1050000000,3,3,47,75,no,no,no,no,no
1975,Cipondoh,Tangerang,1050000000,3,2,48,90,no,no,no,no,no
1976,Cipondoh,Tangerang,1050000000,3,2,55,100,no,no,no,no,no
1977,Sepatan Timur,Tangerang,375000000,1,1,60,60,no,no,no,no,no
1978,Sepatan,Tangerang,299000000,2,1,60,36,no,yes,yes,no,no
1979,Sepatan,Tangerang,500000000,2,1,95,61,no,no,yes,no,no
1980,Sindang Jaya,Tangerang,1000000000,2,2,66,79,no,no,no,no,no
1981,Sindang Jaya,Tangerang,1250000000,5,4,108,84,yes,no,yes,no,no
1982,Sindang Jaya,Tangerang,1250000000,5,4,108,84,yes,no,yes,no,no
1983,Sindang Jaya,Tangerang,1200000000,3,2,119,120,no,no,yes,no,no
1984,Sindang Jaya,Tangerang,3040000000,4,3,160,110,yes,no,no,no,no
1985,Sindang Jaya,Tangerang,1100000000,2,1,160,84,no,no,yes,no,no
1986,Sindang Jaya,Tangerang,1780000000,3,2,180,135,no,no,yes,no,no
1987,Cisauk,Tangerang,970000000,3,2,60,54,yes,no,no,no,no
1988,Tangerang,Tangerang,2600000000,3,3,168,200,no,no,no,no,no
1989,Tangerang,Tangerang,1950000000,3,3,88,50,no,no,yes,no,no
1990,Tangerang,Tangerang,2460000000,3,3,108,75,no,no,yes,no,no
1991,Tangerang,Tangerang,2780000000,4,4,105,110,no,no,yes,no,no
1992,Tangerang,Tangerang,1950000000,3,3,88,50,no,no,yes,no,no
1993,Tangerang,Tangerang,2460000000,3,3,108,75,no,no,yes,no,no
1994,Tangerang,Tangerang,2780000000,4,4,105,110,no,no,yes,no,no
1995,Tangerang,Tangerang,1950000000,3,3,88,55,no,no,yes,no,no
1996,Tangerang,Tangerang,2460000000,3,3,108,75,no,no,yes,no,no
1997,Tangerang,Tangerang,2780000000,4,4,105,110,no,no,yes,no,no
1998,Tangerang,Tangerang,375000000,2,1,123,36,no,no,yes,no,no
1999,Tangerang,Tangerang,750000000,2,1,90,60,no,no,no,no,no
2000,Tangerang,Tangerang,1000000000,2,2,169,200,no,no,no,no,no
