,lokasi,kota,harga,K_tidur,K_mandi,luas_tanah_m2,luas_bangunan_m2,taman,AC,jalur_telepon,kolam_renang,CCTV
349,Pondok Gede,Bekasi,1610000000,3,3,115,115,no,no,no,no,no
350,Pondok Gede,Bekasi,1500000000,3,3,206,150,no,no,no,no,no
351,Pondok Gede,Bekasi,910000000,2,1,144,60,no,no,no,no,no
352,Pondok Gede,Bekasi,1070000000,5,1,89,89,yes,no,no,no,no
353,Pondok Gede,Bekasi,1720000000,3,2,150,100,no,no,no,no,no
354,Pondok Gede,Bekasi,810000000,2,1,120,90,no,no,no,no,no
355,Pondok Gede,Bekasi,1700000000,4,5,135,124,yes,no,yes,no,no
356,Pondok Gede,Bekasi,1100000000,3,3,85,97,no,no,no,no,no
357,Pondok Gede,Bekasi,757000000,2,1,103,80,no,no,no,no,no
358,Pondok Gede,Bekasi,1200000000,3,2,72,142,no,no,yes,no,no
359,Pondok Gede,Bekasi,3700000000,4,3,314,400,no,no,yes,no,no
360,Pondok Melati,Bekasi,1300000000,3,2,72,65,yes,no,no,no,no
361,Pondok Melati,Bekasi,8500000000,4,4,956,250,no,no,yes,no,no
362,Pondok Melati,Bekasi,1290000000,2,2,144,140,no,no,no,no,no
363,Pondok Melati,Bekasi,700000000,5,5,292,130,no,no,yes,no,no
364,Pondok Melati,Bekasi,1580000000,3,4,90,155,yes,no,no,no,no
365,Pondok Melati,Bekasi,4340000000,4,2,475,626,no,no,no,no,no
366,Pondok Melati,Bekasi,1470000000,4,2,182,193,no,no,yes,no,no
367,Pondok Melati,Bekasi,1820000000,3,2,105,160,yes,no,no,no,no
368,Pondok Melati,Bekasi,1400000000,4,2,162,100,yes,no,no,no,no
369,Rawalumbu,Bekasi,3900000000,3,3,201,300,no,no,no,no,no
370,Rawalumbu,Bekasi,11000000000,4,3,599,500,no,no,yes,no,no
371,Rawalumbu,Bekasi,11000000000,4,3,599,500,no,no,yes,no,no
372,Rawalumbu,Bekasi,1500000000,4,2,162,170,yes,no,no,no,no
373,Setu,Bekasi,535000000,2,2,78,50,yes,no,no,no,no
374,Tambun Selatan,Bekasi,940000000,2,1,84,39,no,no,no,no,no
375,Tambun Selatan,Bekasi,1610000000,2,2,144,130,no,no,no,no,no
376,Tambun Selatan,Bekasi,1610000000,2,2,126,110,yes,no,no,no,no
377,Tambun Selatan,Bekasi,650000000,2,1,72,42,yes,no,no,no,no
378,Tambun Selatan,Bekasi,702000000,3,2,80,60,yes,no,no,no,no
379,Tambun Selatan,Bekasi,590000000,2,1,66,66,no,no,no,no,no
380,Tambun Selatan,Bekasi,700000000,2,1,90,38,yes,no,no,no,no
381,Tambun Selatan,Bekasi,540000000,2,2,77,77,yes,no,no,no,no
382,Tambun Selatan,Bekasi,910000000,3,1,120,120,yes,no,no,no,no
383,Tambun Selatan,Bekasi,970000000,3,2,78,96,yes,no,no,no,no
384,Tambun Selatan,Bekasi,1400000000,2,1,60,55,no,no,yes,no,no
385,Tambun Selatan,Bekasi,810000000,2,1,38,86,no,no,no,no,no
386,Tambun Selatan,Bekasi,970000000,3,1,114,90,no,no,no,no,no
387,Tambun Selatan,Bekasi,860000000,3,2,72,120,no,no,no,no,no
388,Tambun Selatan,Bekasi,4700000000,4,4,240,295,yes,no,no,no,no
389,Tambun Selatan,Bekasi,535000000,2,1,78,36,yes,no,no,no,no
390,Tambun Selatan,Bekasi,540000000,2,1,72,25,yes,no,no,no,no
391,Tambun Selatan,Bekasi,600000000,3,2,100,60,no,no,yes,no,no
392,Tambun Selatan,Bekasi,630000000,3,2,60,120,no,no,yes,no,no
393,Tambun Selatan,Bekasi,1360000000,2,2,60,90,no,no,yes,no,no
394,Tambun Selatan,Bekasi,2700000000,5,4,245,200,no,no,yes,no,no
395,Tambun Selatan,Bekasi,350000000,1,1,50,40,no,no,yes,no,no
396,Tambun Selatan,Bekasi,1400000000,4,3,91,102,no,no,yes,no,no
397,Tambun Selatan,Bekasi,525000000,4,3,120,250,no,no,no,no,no
398,Tambun Selatan,Bekasi,900000000,3,1,375,105,yes,no,no,no,no
399,Tambun Selatan,Bekasi,350000000,2,1,78,75,no,no,yes,no,no
400,Tambun Utara,Bekasi,1200000000,3,3,100,90,no,no,no,no,no
401,Tambun Utara,Bekasi,395000000,2,1,60,36,no,no,yes,no,no
402,Tambun Utara,Bekasi,172000000,2,1,84,36,no,no,no,no,no
403,Tambun Utara,Bekasi,172000000,2,1,84,36,no,no,no,no,no
404,Tambun Utara,Bekasi,571000000,2,1,70,45,yes,no,no,no,no
405,Tarumajaya,Bekasi,1000000000,2,2,55,54,yes,no,no,no,no
406,Tarumajaya,Bekasi,1400000000,3,2,71,54,no,no,yes,no,no
407,Tarumajaya,Bekasi,1330000000,3,3,55,93,yes,no,no,no,no
408,Tarumajaya,Bekasi,1100000000,2,2,90,42,yes,no,no,no,no
409,Tarumajaya,Bekasi,3400000000,4,4,276,183,no,no,yes,no,no
410,Tarumajaya,Bekasi,500000000,2,1,148,42,no,no,yes,no,no
411,Babakan Madang,Bogor,3210000000,3,4,333,172,yes,no,no,no,no
412,Bogor Barat,Bogor,820000000,3,2,105,66,yes,no,no,no,no
413,Bogor Barat,Bogor,820000000,3,2,105,66,yes,no,no,no,no
414,Bogor Barat,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
415,Bogor Barat,Bogor,1290000000,3,2,90,105,yes,no,no,no,no
416,Bogor Barat,Bogor,1290000000,2,1,168,148,no,yes,yes,no,no
417,Bogor Barat,Bogor,1020000000,2,1,105,66,yes,no,no,no,no
418,Bogor Barat,Bogor,1500000000,2,1,156,144,yes,no,no,no,no
419,Bogor Barat,Bogor,2570000000,3,3,162,140,yes,no,no,no,no
420,Bogor Barat,Bogor,800000000,2,1,105,37,yes,no,no,no,no
421,Bogor Barat,Bogor,1100000000,2,1,138,105,yes,no,no,no,no
422,Bogor Barat,Bogor,820000000,2,1,78,54,yes,no,no,no,no
423,Bogor Barat,Bogor,1180000000,3,2,141,100,no,no,no,no,no
424,Bogor Barat,Bogor,1020000000,2,2,147,100,yes,no,no,no,no
425,Bogor Barat,Bogor,1500000000,2,1,156,144,no,yes,yes,no,no
426,Bogor Barat,Bogor,2470000000,2,1,225,61,no,yes,yes,no,no
427,Bogor Barat,Bogor,1850000000,3,3,144,190,yes,no,yes,no,no
428,Bogor Barat,Bogor,890000000,2,1,84,51,yes,no,no,no,no
429,Bogor Barat,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
430,Bogor Selatan,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
431,Bogor Selatan,Bogor,7000000000,4,4,544,349,no,no,no,yes,no
432,Bogor Selatan,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
433,Bogor Selatan,Bogor,287000000,2,1,111,45,yes,no,no,no,no
434,Bogor Selatan,Bogor,1000000000,3,2,120,60,yes,no,no,no,no
435,Bogor Selatan,Bogor,900000000,3,2,119,90,yes,no,no,no,no
436,Bogor Selatan,Bogor,900000000,3,2,119,90,yes,no,no,no,no
437,Bogor Selatan,Bogor,5000000000,4,4,216,307,yes,no,no,no,no
438,Bogor Selatan,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
439,Bojonggede,Bogor,970000000,4,2,60,120,yes,no,no,no,no
440,Bojonggede,Bogor,407000000,2,1,63,39,no,yes,yes,no,no
441,Bojonggede,Bogor,590000000,3,2,84,70,no,yes,yes,no,no
442,Bojonggede,Bogor,1040000000,3,1,66,75,no,yes,yes,no,no
443,Bojonggede,Bogor,810000000,2,1,136,36,yes,no,no,no,no
444,Bojonggede,Bogor,910000000,2,2,90,130,yes,no,no,no,no
445,Bojonggede,Bogor,810000000,2,1,136,36,yes,no,no,no,no
446,Bojonggede,Bogor,650000000,3,2,136,36,no,no,no,no,no
447,Bojonggede,Bogor,1500000000,4,2,140,200,no,no,no,no,no
448,Bojonggede,Bogor,1100000000,3,1,119,90,no,no,yes,no,no
449,Bojonggede,Bogor,970000000,4,2,60,120,yes,no,no,no,no
450,Bojonggede,Bogor,571000000,2,1,60,36,yes,no,yes,no,no
451,Bogor Selatan,Bogor,2000000000,2,1,100,80,no,no,yes,no,no
452,Bogor Selatan,Bogor,2000000000,2,1,100,80,no,no,yes,no,no
453,Cibinong,Bogor,490000000,2,1,60,60,yes,no,no,no,no
454,Cibinong,Bogor,610000000,2,1,72,41,no,yes,yes,no,no
455,Cibinong,Bogor,710000000,2,1,65,55,no,yes,yes,no,no
456,Cibinong,Bogor,750000000,2,1,84,60,no,no,no,no,no
457,Cibinong,Bogor,810000000,2,1,105,45,yes,no,no,no,no
458,Cibinong,Bogor,1830000000,3,2,91,84,yes,no,no,no,no
459,Cibinong,Bogor,810000000,2,1,172,65,yes,no,no,no,no
460,Cibinong,Bogor,510000000,2,1,60,60,no,no,no,no,no
461,Cibinong,Bogor,1400000000,3,3,160,200,no,yes,yes,no,no
462,Cibinong,Bogor,910000000,3,2,100,100,no,no,no,no,no
463,Cibinong,Bogor,650000000,3,2,72,90,yes,no,no,no,no
464,Cibinong,Bogor,1180000000,3,2,144,144,yes,no,no,no,no
465,Cibinong,Bogor,610000000,2,1,72,41,no,yes,yes,no,no
466,Cibinong,Bogor,500000000,2,1,60,21,no,no,no,no,no
467,Cibinong,Bogor,780000000,3,2,90,200,no,yes,yes,no,no
468,Cibinong,Bogor,490000000,2,1,60,60,yes,no,no,no,no
469,Cibinong,Bogor,1560000000,8,4,185,120,yes,no,no,no,no
470,Cibinong,Bogor,1340000000,3,2,131,76,yes,no,no,no,no
471,Cibinong,Bogor,1340000000,3,2,131,76,yes,no,no,no,no
472,Cibinong,Bogor,590000000,2,1,64,64,yes,no,no,no,no
473,Cibinong,Bogor,650000000,2,1,90,90,yes,no,no,no,no
474,Cibinong,Bogor,1400000000,2,3,109,130,yes,no,no,no,no
475,Cibinong,Bogor,470000000,2,2,60,60,yes,no,no,no,no
476,Cibinong,Bogor,1350000000,3,3,147,126,yes,no,no,no,no
477,Cibinong,Bogor,710000000,2,1,65,55,yes,no,no,no,no
478,Cibinong,Bogor,624000000,2,1,115,45,no,no,no,no,no
479,Cibinong,Bogor,450000000,3,1,60,120,no,no,no,no,no
480,Cibinong,Bogor,750000000,3,1,84,84,no,no,no,no,no
481,Cibinong,Bogor,650000000,3,2,80,160,no,no,no,no,no
482,Cibinong,Bogor,640000000,3,2,60,120,yes,no,no,no,no
483,Cibinong,Bogor,1560000000,3,2,91,84,yes,no,no,no,no
484,Cibinong,Bogor,700000000,2,1,78,48,yes,no,no,no,no
485,Cibinong,Bogor,590000000,2,1,72,38,yes,no,no,no,no
486,Cibinong,Bogor,910000000,2,1,90,66,yes,no,no,no,no
487,Cibinong,Bogor,1290000000,2,1,90,45,yes,no,no,no,no
488,Cibinong,Bogor,1190000000,3,2,98,144,yes,no,no,no,no
489,Cibinong,Bogor,1080000000,3,2,84,84,no,no,yes,no,no
490,Cibinong,Bogor,430000000,2,2,72,60,yes,no,no,no,no
491,Cibinong,Bogor,1400000000,3,3,160,200,no,yes,yes,no,no
492,Cibinong,Bogor,515000000,2,1,72,63,yes,no,no,no,no
493,Cibinong,Bogor,954000000,2,3,78,60,yes,no,no,no,no
494,Cibinong,Bogor,1060000000,4,2,90,120,yes,no,no,no,no
495,Cibinong,Bogor,948000000,2,1,79,45,no,no,yes,no,no
496,Cibinong,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
497,Cibinong,Bogor,610000000,2,1,72,41,yes,yes,no,no,no
498,Cibinong,Bogor,810000000,2,1,172,65,yes,no,no,no,no
499,Cibinong,Bogor,1340000000,2,1,217,48,yes,no,no,no,no
500,Cibinong,Bogor,1830000000,3,2,91,84,yes,no,no,no,no
501,Cibinong,Bogor,810000000,2,1,105,45,yes,no,no,no,no
502,Cibinong,Bogor,750000000,2,1,84,60,no,no,no,no,no
503,Cibinong,Bogor,710000000,2,1,65,55,no,yes,yes,no,no
504,Cibinong,Bogor,610000000,2,1,72,41,no,yes,yes,no,no
505,Cibinong,Bogor,1400000000,2,1,210,90,yes,no,no,no,no
506,Cibinong,Bogor,1180000000,3,2,144,144,yes,no,no,no,no
507,Cibinong,Bogor,650000000,3,2,72,90,yes,no,no,no,no
508,Cibinong,Bogor,910000000,3,2,100,100,no,no,no,no,no
509,Cibinong,Bogor,1400000000,3,3,160,200,no,yes,yes,no,no
510,Cibinong,Bogor,510000000,2,1,60,60,no,no,no,no,no
511,Cibinong,Bogor,780000000,3,2,90,200,no,yes,yes,no,no
512,Cibinong,Bogor,500000000,2,1,60,21,no,no,no,no,no
513,Cibinong,Bogor,2500000000,20,20,600,600,no,no,yes,no,no
514,Cigombong,Bogor,425000000,2,1,72,60,no,no,yes,no,no
515,Sukaraja,Bogor,550000000,3,2,72,66,yes,no,no,no,no
516,Bogor Barat,Bogor,1000000000,4,3,187,200,yes,no,no,no,no
517,Ciawi,Bogor,175000000,2,1,60,36,no,no,no,no,no
518,Ciawi,Bogor,1250000000,2,1,90,54,no,no,yes,no,no
519,Ciawi,Bogor,580000000,2,1,84,32,no,no,no,yes,no
520,Ciawi,Bogor,590000000,2,1,72,43,no,no,yes,no,no
521,Ciawi,Bogor,375000000,2,1,72,68,no,no,no,no,no
522,Ciawi,Bogor,960000000,2,1,88,88,yes,no,no,no,no
523,Ciawi,Bogor,610000000,2,1,70,45,yes,no,no,no,no
524,Ciawi,Bogor,1020000000,2,2,105,90,no,no,no,no,no
525,Ciawi,Bogor,720000000,2,1,72,50,no,no,no,no,no
526,Ciawi,Bogor,1900000000,3,4,128,105,no,no,yes,no,no
527,Ciawi,Bogor,175000000,2,1,60,36,no,no,no,no,no
528,Ciawi,Bogor,620000000,3,2,84,70,yes,no,no,no,no
529,Ciawi,Bogor,590000000,2,1,77,52,yes,no,no,no,no
530,Ciawi,Bogor,909000000,4,3,157,140,yes,no,no,no,no
531,Ciawi,Bogor,2040000000,5,2,150,150,no,no,no,no,no
532,Ciawi,Bogor,1880000000,5,2,120,200,no,no,no,no,no
533,Ciawi,Bogor,680000000,2,2,90,42,no,no,yes,no,no
534,Ciawi,Bogor,870000000,4,2,90,130,yes,no,no,no,no
535,Ciawi,Bogor,1180000000,3,2,160,150,yes,no,no,no,no
536,Ciawi,Bogor,750000000,5,2,115,115,yes,no,no,no,no
537,Ciawi,Bogor,540000000,2,1,72,72,yes,no,no,no,no
538,Ciawi,Bogor,810000000,3,1,77,105,yes,no,no,no,no
539,Ciawi,Bogor,1340000000,3,2,105,69,no,no,no,no,no
540,Ciawi,Bogor,1070000000,2,1,105,70,yes,no,no,no,no
541,Ciawi,Bogor,540000000,2,1,72,50,yes,no,no,no,no
542,Ciawi,Bogor,1340000000,3,2,105,69,no,no,yes,no,no
543,Ciawi,Bogor,2470000000,3,1,128,160,yes,no,no,no,no
544,Ciawi,Bogor,650000000,2,2,96,50,yes,no,no,no,no
545,Ciawi,Bogor,610000000,2,1,70,45,yes,no,no,no,no
546,Ciawi,Bogor,960000000,2,1,88,88,yes,no,no,no,no
547,Ciawi,Bogor,375000000,2,1,72,68,no,no,no,no,no
548,Ciawi,Bogor,590000000,2,1,72,43,no,no,yes,no,no
549,Ciawi,Bogor,580000000,2,1,84,32,no,no,no,yes,no
550,Ciawi,Bogor,1250000000,2,1,90,54,no,no,yes,no,no
551,Ciawi,Bogor,1900000000,3,4,128,105,no,no,yes,no,no
552,Ciawi,Bogor,720000000,2,1,72,50,no,no,no,no,no
553,Ciawi,Bogor,3120000000,3,2,261,150,yes,no,no,no,no
554,Ciawi,Bogor,1020000000,2,2,105,90,no,no,no,no,no
555,Bogor Utara,Bogor,725000000,2,1,120,54,yes,no,no,no,no
556,Bogor Utara,Bogor,600000000,2,1,120,54,yes,no,yes,no,no
557,Bogor Utara,Bogor,600000000,2,1,120,54,yes,no,yes,no,no
558,Ciomas,Bogor,300000000,2,1,84,38,yes,no,no,no,no
559,Ciomas,Bogor,540000000,2,1,72,42,no,no,yes,no,no
560,Ciseeng,Bogor,500000000,2,1,84,50,yes,no,yes,no,no
561,Citeureup,Bogor,550000000,2,1,77,45,yes,no,yes,no,no
562,Bogor Barat,Bogor,1720000000,5,3,165,100,no,no,yes,no,no
563,Bogor Barat,Bogor,1440000000,4,3,126,180,no,no,no,no,no
564,Bogor Barat,Bogor,1720000000,5,3,165,100,no,no,yes,no,no
565,Dramaga,Bogor,930000000,3,3,61,60,yes,no,no,no,no
566,Dramaga,Bogor,1800000000,9,9,61,136,no,no,yes,no,no
567,Dramaga,Bogor,1800000000,9,9,61,136,no,no,yes,no,no
568,Dramaga,Bogor,930000000,3,3,61,60,yes,no,no,no,no
569,Megamendung,Bogor,10000000000,8,6,2616,900,yes,no,no,no,no
570,Gunung Putri,Bogor,695000000,3,1,112,75,no,no,no,no,no
571,Gunung Putri,Bogor,1880000000,5,2,120,200,no,no,yes,no,no
572,Gunung Putri,Bogor,1500000000,4,3,105,122,no,no,yes,no,no
573,Gunung Putri,Bogor,2040000000,5,3,150,150,no,no,yes,no,no
574,Gunung Putri,Bogor,2680000000,3,4,200,198,no,no,no,no,no
575,Gunung Putri,Bogor,540000000,2,1,66,66,no,no,no,no,no
576,Gunung Putri,Bogor,1680000000,3,2,136,75,yes,no,no,no,no
577,Gunung Putri,Bogor,1050000000,4,3,90,140,no,no,yes,no,no
578,Gunung Putri,Bogor,1930000000,3,3,160,108,yes,no,no,no,no
579,Gunung Putri,Bogor,400000000,2,1,78,55,no,no,yes,no,no
580,Gunung Putri,Bogor,695000000,3,1,112,75,no,no,no,no,no
581,Gunung Putri,Bogor,970000000,3,1,96,70,yes,no,no,no,no
582,Gunung Putri,Bogor,1400000000,3,2,72,144,yes,no,no,no,no
583,Gunung Putri,Bogor,1200000000,2,2,104,60,no,no,no,no,no
584,Gunung Putri,Bogor,1400000000,3,2,72,144,no,no,yes,no,no
585,Gunung Putri,Bogor,810000000,2,1,105,45,no,no,yes,no,no
586,Gunung Putri,Bogor,1240000000,3,1,150,91,yes,no,no,no,no
587,Gunung Putri,Bogor,1400000000,2,2,119,100,yes,no,no,no,no
588,Gunung Putri,Bogor,1680000000,3,2,186,110,no,no,yes,no,no
589,Gunung Putri,Bogor,710000000,2,1,84,40,no,no,yes,no,no
590,Gunung Putri,Bogor,850000000,2,1,166,45,no,no,no,no,no
591,Gunung Putri,Bogor,1500000000,5,3,105,136,yes,no,no,no,no
592,Gunung Putri,Bogor,1270000000,2,1,170,70,no,no,no,no,no
593,Gunung Putri,Bogor,299000000,2,1,30,30,no,no,yes,no,no
594,Gunung Putri,Bogor,910000000,3,1,150,100,no,yes,yes,no,no
595,Gunung Putri,Bogor,1980000000,4,3,136,105,yes,no,no,no,no
596,Gunung Putri,Bogor,720000000,2,1,72,50,no,no,yes,no,no
597,Gunung Putri,Bogor,3120000000,3,2,261,150,yes,no,no,no,no
598,Gunung Putri,Bogor,1700000000,3,3,120,120,yes,no,no,no,no
599,Gunung Putri,Bogor,940000000,3,4,108,140,yes,no,no,no,no
600,Gunung Putri,Bogor,1940000000,5,5,143,250,no,no,no,no,no
601,Gunung Putri,Bogor,1350000000,3,2,90,110,no,no,no,no,no
602,Gunung Putri,Bogor,450000000,3,3,80,80,no,no,no,no,no
603,Gunung Putri,Bogor,540000000,2,1,66,66,no,no,no,no,no
604,Gunung Putri,Bogor,2680000000,3,4,200,198,no,no,no,no,no
605,Gunung Putri,Bogor,2040000000,5,3,150,150,no,no,yes,no,no
606,Gunung Putri,Bogor,1680000000,3,2,136,75,yes,no,no,no,no
607,Gunung Putri,Bogor,1930000000,3,3,160,108,yes,no,no,no,no
608,Gunung Sindur,Bogor,1400000000,3,2,105,55,no,no,no,no,no
609,Gunung Sindur,Bogor,940000000,2,2,65,85,yes,no,no,no,no
610,Gunung Sindur,Bogor,590000000,2,1,66,36,yes,no,no,no,no
611,Gunung Sindur,Bogor,1070000000,3,2,81,51,no,no,no,no,no
612,Gunung Sindur,Bogor,735000000,3,2,100,54,no,no,yes,no,no
613,Gunung Sindur,Bogor,1400000000,3,2,105,55,no,no,no,no,no
614,Gunung Sindur,Bogor,1290000000,3,4,120,144,yes,no,no,no,no
615,Gunung Sindur,Bogor,1290000000,3,4,120,144,yes,no,no,no,no
616,Gunung Sindur,Bogor,1290000000,3,4,120,144,yes,no,no,no,no
617,Gunung Sindur,Bogor,1180000000,3,3,120,98,yes,no,no,no,no
618,Gunung Sindur,Bogor,746000000,3,1,78,100,no,no,no,no,no
619,Gunung Sindur,Bogor,300000000,2,1,80,45,no,no,no,no,no
620,Gunung Sindur,Bogor,980000000,3,2,95,70,no,no,no,no,no
621,Gunung Sindur,Bogor,970000000,2,3,98,60,yes,no,no,no,no
622,Gunung Sindur,Bogor,970000000,2,3,98,60,yes,no,no,no,no
623,Gunung Sindur,Bogor,1610000000,2,2,200,160,yes,no,no,no,no
624,Gunung Sindur,Bogor,1020000000,4,2,144,64,yes,no,no,no,no
625,Gunung Sindur,Bogor,2250000000,3,2,126,115,yes,no,no,no,no
626,Gunung Sindur,Bogor,700000000,2,1,78,50,no,yes,yes,no,no
627,Gunung Sindur,Bogor,680000000,2,2,86,56,yes,no,no,no,no
628,Gunung Sindur,Bogor,700000000,2,1,78,50,yes,no,no,no,no
629,Gunung Sindur,Bogor,550000000,2,1,72,45,yes,no,no,no,no
630,Gunung Sindur,Bogor,1720000000,2,1,60,56,no,no,no,no,no
631,Gunung Sindur,Bogor,550000000,2,1,72,45,no,no,no,no,no
632,Gunung Sindur,Bogor,1130000000,3,2,120,55,yes,no,no,no,no
633,Gunung Sindur,Bogor,1650000000,2,2,60,65,no,yes,yes,no,no
634,Gunung Sindur,Bogor,1650000000,2,2,60,65,no,yes,yes,no,no
635,Gunung Sindur,Bogor,910000000,2,1,60,36,no,no,no,no,no
636,Gunung Sindur,Bogor,1400000000,2,2,50,60,no,no,no,no,no
637,Gunung Sindur,Bogor,1070000000,3,2,81,51,no,no,no,no,no
638,Gunung Sindur,Bogor,590000000,2,1,66,36,yes,no,no,no,no
639,Gunung Sindur,Bogor,940000000,2,2,65,85,yes,no,no,no,no
640,Jonggol,Bogor,325000000,1,1,114,37,no,no,yes,no,no
641,Jonggol,Bogor,400000000,2,1,120,42,no,no,no,no,no
642,Jonggol,Bogor,700000000,2,1,114,50,yes,no,no,no,no
643,Jonggol,Bogor,325000000,1,1,114,37,no,no,yes,no,no
644,Bogor Timur,Bogor,970000000,2,1,75,42,yes,no,no,no,no
645,Bogor Utara,Bogor,820000000,2,1,78,54,yes,no,no,no,no
646,Bojonggede,Bogor,1500000000,5,2,104,180,yes,no,yes,no,no
647,Bojonggede,Bogor,1500000000,5,2,104,180,yes,no,yes,no,no
648,Kemang,Bogor,1950000000,3,3,374,75,no,no,yes,no,no
649,Gunung Putri,Bogor,1180000000,4,2,121,158,no,no,no,no,no
650,Gunung Putri,Bogor,2040000000,5,2,150,150,yes,no,no,no,no
651,Gunung Putri,Bogor,1880000000,5,2,120,200,no,no,no,no,no
652,Gunung Putri,Bogor,2090000000,3,2,128,107,no,no,yes,no,no
653,Gunung Putri,Bogor,2090000000,2,2,128,107,no,no,no,no,no
654,Gunung Putri,Bogor,1250000000,2,1,90,54,no,no,no,no,no
655,Gunung Putri,Bogor,1880000000,4,3,120,200,no,no,yes,no,no
656,Gunung Putri,Bogor,1880000000,5,2,120,200,no,no,no,no,no
657,Gunung Putri,Bogor,2040000000,5,2,150,150,yes,no,no,no,no
658,Gunung Putri,Bogor,1180000000,4,2,121,158,no,no,no,no,no
659,Gunung Putri,Bogor,1400000000,3,2,72,144,no,no,no,no,no
660,Gunung Putri,Bogor,650000000,2,1,90,72,no,no,no,no,no
661,Gunung Putri,Bogor,2500000000,4,1,170,90,no,no,yes,no,no
662,Gunung Putri,Bogor,1820000000,3,3,120,200,no,no,yes,no,no
663,Gunung Putri,Bogor,1020000000,2,2,105,90,no,no,no,no,no
664,Gunung Putri,Bogor,1730000000,3,3,105,102,no,no,yes,no,no
665,Gunung Putri,Bogor,1930000000,3,3,160,108,no,no,no,no,no
666,Gunung Putri,Bogor,670000000,2,2,84,50,no,no,no,no,no
667,Gunung Putri,Bogor,810000000,2,1,105,45,no,no,no,no,no
668,Gunung Putri,Bogor,1670000000,3,3,90,140,no,no,yes,no,no
669,Gunung Putri,Bogor,830000000,2,1,105,90,no,no,no,no,no
670,Gunung Putri,Bogor,2680000000,3,4,200,198,yes,no,no,no,no
671,Gunung Putri,Bogor,1900000000,3,4,128,105,yes,no,no,no,no
672,Gunung Putri,Bogor,1140000000,2,2,114,71,no,no,yes,no,no
673,Gunung Putri,Bogor,1820000000,3,2,128,110,yes,no,no,no,no
674,Gunung Putri,Bogor,1070000000,2,1,105,70,yes,no,no,no,no
675,Gunung Putri,Bogor,590000000,2,1,72,43,no,no,no,no,no
676,Gunung Putri,Bogor,1340000000,3,2,105,69,no,no,no,no,no
677,Gunung Putri,Bogor,2090000000,3,2,128,107,no,no,yes,no,no
678,Gunung Putri,Bogor,1880000000,4,3,120,200,no,no,yes,no,no
679,Gunung Putri,Bogor,1250000000,2,1,90,54,no,no,no,no,no
680,Gunung Putri,Bogor,2090000000,2,2,128,107,no,no,no,no,no
681,Gunung Putri,Bogor,1980000000,4,3,136,105,yes,no,no,no,no
682,Bogor Timur,Bogor,8000000000,3,2,813,211,yes,no,yes,no,no
683,Bogor Selatan,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
684,Parung,Bogor,650000000,2,1,90,90,yes,no,no,no,no
685,Parung Panjang,Bogor,1200000000,4,4,70,101,yes,no,no,no,no
686,Parung Panjang,Bogor,540000000,2,1,72,36,yes,no,no,no,no
687,Parung Panjang,Bogor,1200000000,4,4,70,101,yes,no,no,no,no
688,Parung Panjang,Bogor,425000000,2,1,72,39,no,no,no,no,no
689,Parung Panjang,Bogor,649000000,2,1,72,39,yes,no,no,no,no
690,Parung Panjang,Bogor,540000000,2,1,72,39,yes,no,no,no,no
691,Parung Panjang,Bogor,540000000,2,1,72,39,yes,no,no,no,no
692,Parung Panjang,Bogor,540000000,2,1,70,39,yes,no,no,no,no
693,Parung Panjang,Bogor,540000000,2,1,70,39,yes,no,no,no,no
694,Parung Panjang,Bogor,540000000,2,1,72,36,yes,no,no,no,no
695,Cisarua,Bogor,1450000000,3,3,70,85,yes,no,no,no,no
696,Bogor Selatan,Bogor,730000000,2,1,72,50,yes,no,no,no,no
697,Bogor Selatan,Bogor,730000000,2,1,72,50,yes,no,no,no,no
698,Bogor Selatan,Bogor,1450000000,2,2,141,110,no,no,no,no,no
699,Bogor Selatan,Bogor,1140000000,2,1,105,52,no,yes,yes,no,no
700,Bogor Selatan,Bogor,1450000000,2,2,141,110,no,no,no,no,no
701,Bogor Selatan,Bogor,730000000,2,1,72,50,yes,no,no,no,no
702,Bogor Selatan,Bogor,1020000000,2,1,85,80,no,no,no,no,no
703,Bogor Selatan,Bogor,1450000000,3,2,108,69,no,no,yes,no,no
704,Bogor Selatan,Bogor,650000000,2,2,90,60,no,no,no,no,no
705,Bogor Selatan,Bogor,1610000000,3,2,126,85,no,no,no,no,no
706,Bogor Selatan,Bogor,540000000,3,1,72,45,no,no,no,no,no
707,Bogor Selatan,Bogor,4900000000,4,4,542,179,yes,no,no,no,no
708,Bogor Selatan,Bogor,1290000000,2,2,76,53,no,no,no,no,no
709,Bogor Selatan,Bogor,1140000000,5,3,108,135,no,no,yes,no,no
710,Bogor Selatan,Bogor,1290000000,4,3,100,97,no,no,no,no,no
711,Bogor Selatan,Bogor,1140000000,2,1,105,52,no,yes,yes,no,no
712,Babakan Madang,Bogor,1050000000,3,2,84,89,yes,no,yes,no,no
713,Babakan Madang,Bogor,790000000,3,2,81,75,yes,no,yes,no,no
